repo,ip,uuid,mac,name,os,vendor,family,firmware,type,critical,high,medium,low
OT,,a3f5704f-3f76-4fdf-9720-58b42cb67639,,"""Endpoint #840""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.5,a43e1d83-8bec-41f1-8b95-f3a53aeb3de6,,"""Eng. Station #19""",,"""Lanner""",,,"""Eng""",0,0,0,0
OT,10.100.20.32,a443030a-9a9e-4204-9e9d-f374df539676,,"""Eng. Station #16""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,a44fc646-6bce-425c-a751-746138b47d99,,"""Endpoint #1012""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.117,a48d6310-e31b-49e9-836b-ae47af89800a,,"""Endpoint #726""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.27,a4b003fb-4030-4666-a942-ede8145bbf39,,"""140-NOE-771-01 Module""",,"""Schneider""","""Concept""","""6.0""","""OtDevice""",0,0,18,0
OT,,a4b2c558-d93c-4279-a344-2e5b709ab1a3,,"""OT Device #15""",,"""ABB""",,,"""OtDevice""",0,0,0,0
OT,,a5329197-71c0-49cb-98ee-74f2f34a16a8,,"""Endpoint #957""",,,,,"""Unknown""",0,0,0,0
OT,,a577cc62-1079-41d4-8425-edeac08ee0d6,,"""Endpoint #970""",,,,,"""Unknown""",0,0,0,0
OT,10.10.10.86,a58995cf-7719-4f07-a9a1-29a626887172,,"""OT Device #25""",,"""Lantronix""",,,"""OtDevice""",0,0,0,0
OT,192.168.0.121,a5c3a26c-1864-4fad-a573-ab1b3bbe6877,,"""Endpoint #15""",,,,,"""Unknown""",0,0,0,0
OT,,a658473a-08f7-4813-961a-a389bb9e14b1,,"""Endpoint #881""",,,,,"""Unknown""",0,0,0,0
OT,,a66ca728-0058-44d1-80ce-a3073fe81832,,"""Endpoint #777""",,,,,"""Unknown""",0,0,0,0
OT,,a76b710b-7554-48bb-95b6-2b3644607462,,"""Endpoint #1045""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.103,a7738bfa-8cd8-4fde-8b99-88a7b011c70a,,"""Endpoint #733""",,"""Microsoft""",,,"""Unknown""",0,0,0,0
OT,10.100.105.21,a7c9040e-ea36-404e-82b4-a8b449573152,,"""Project""",,"""Schneider""","""Modicon M580""","""2.10""","""Plc""",0,8,30,0
OT,,a80679aa-7734-445f-a957-057f55bf34f2,,"""Endpoint #1024""",,,,,"""Unknown""",0,0,0,0
OT,,a81610d0-ade0-4701-8e25-9d1d37654112,,"""Endpoint #932""",,,,,"""Unknown""",0,0,0,0
OT,,a8c745e8-d75f-4969-b62f-98dbfc66cab8,,"""Endpoint #862""",,,,,"""Unknown""",0,0,0,0
OT,,a8fff6d1-3b47-43fc-88fa-b0e16302d9bc,,"""Endpoint #819""",,,,,"""Unknown""",0,0,0,0
OT,,a931a784-740e-44d4-86f6-589c0cc07476,,"""Endpoint #1040""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.101,a96dc139-7003-4cd8-b14d-e4f6a6763fc4,,"""Endpoint #689""",,"""AzureWave Technology Inc.""",,,"""Unknown""",0,0,0,0
OT,,a97ee5ef-a1bf-4575-8e73-9d0753c71a25,,"""Endpoint #10""",,"""Siemens""",,,"""Unknown""",0,0,0,0
OT,10.4.0.10,a9a95df3-e262-43d5-8530-12561f8230a7,,"""SD_PLC""",,"""Emerson""","""DeltaV""",,"""Plc""",0,0,0,0
OT,10.100.102.156,a9b4f1b8-0e4e-46ba-ace2-f3e3c4b0101a,,"""DESKTOP-BMF3PP8""","""Windows 10""","""VMware""",,,"""Workstation""",0,0,0,0
OT,10.100.20.20,a9bb0a58-8e08-4148-966c-fec8979e78e3,,"""OT Device #75""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.20.26,a9cfae14-883a-404b-bb68-c2891641fe11,,"""Endpoint #92""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,aa3209e3-5e3d-4149-9db7-f169656a0970,,"""Endpoint #914""",,,,,"""Unknown""",0,0,0,0
OT,,aade46b3-ddb6-43f8-8ce7-b795a1478272,,"""Endpoint #960""",,,,,"""Unknown""",0,0,0,0
OT,,aafdda67-2efe-49c8-b6c4-438f026f94ba,,"""Endpoint #973""",,,,,"""Unknown""",0,0,0,0
OT,,ab04278a-944e-467c-8ad7-942f211b20ea,,"""Endpoint #964""",,,,,"""Unknown""",0,0,0,0
OT,,ab34541d-c1ed-46b4-b9fb-c0ab0a8382ae,,"""Endpoint #760""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.26,ab4663d3-8305-48ad-a3cc-e4cdec59c9c5,,"""Eng. Station #71""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,ab50b4fc-41b8-45dc-a368-3941afd8b891,,"""Endpoint #1022""",,,,,"""Unknown""",0,0,0,0
OT,,ab6f9c8a-18b4-4f30-88ea-c2032423a8b3,,"""Endpoint #863""",,,,,"""Unknown""",0,0,0,0
OT,192.168.3.3,abbc9b16-99a5-45d4-acda-051d8ede95e9,,"""Endpoint #731""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,ac06c669-2521-4f5b-8476-b92683b58df1,,"""Endpoint #985""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.46,ac0a1492-fd87-4b30-816e-5be7a1c010c3,,"""PLC #61""",,"""Siemens""","""AK1703 ACP""","""4.09""","""Plc""",0,4,1,2
OT,169.254.135.64,ad40957d-3fee-40bd-974d-18acd3923680,,"""Endpoint #1052""",,"""Intel""",,,"""Unknown""",0,0,0,0
OT,,ad699d8c-89e2-4c2e-8d4c-eaf1e41cdf90,,"""Endpoint #876""",,,,,"""Unknown""",0,0,0,0
OT,,ae5befa2-00d5-4007-ba16-0c24031a1b7b,,"""Endpoint #852""",,,,,"""Unknown""",0,0,0,0
OT,,ae76b0cf-293f-4e55-8ec2-10a315455ca5,,"""Endpoint #836""",,,,,"""Unknown""",0,0,0,0
OT,,af05914e-93ed-4216-9d39-285c0247d364,,"""Endpoint #794""",,,,,"""Unknown""",0,0,0,0
OT,,af714566-0fbc-4a80-bb28-dfd228ad9b0d,,"""Endpoint #824""",,,,,"""Unknown""",0,0,0,0
OT,,af875620-b785-47b9-b6d0-c6f61a2d02b6,,"""Endpoint #999""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.102,b0422e46-dc04-478d-a953-df17797fd0f0,,"""Endpoint #692""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,b04628b3-9e7d-443c-8842-202f02e5962f,,"""Server #4""",,"""Siemens""",,,"""Server""",0,0,0,0
OT,,b0551057-37d8-4db2-bdd8-ee2460b9d6b8,,"""Endpoint #759""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.109,b0a38ef4-e399-4ec4-b24e-d90c58c7326a,,"""Endpoint #652""",,,,,"""Unknown""",0,0,0,0
OT,,b1016fba-7093-4d9d-8b01-556364d9ac11,,"""Endpoint #796""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.32,b126950f-a98f-46ab-ab79-6a567da7073d,,"""Endpoint #291""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,10.100.102.150,b16807db-5fe1-47f5-8f26-79786b7743fe,,"""AS_01""",,"""Siemens""","""DXR2.E12P-1""","""FW=01.20.54.306;WPC=1.2.2004;SVS-300:SBC=13.20;""","""Controller""",0,0,0,0
OT,192.168.0.116,b174c5d7-6af5-480e-8926-d5f7ed608409,,"""Endpoint #6""",,,,,"""Unknown""",0,0,0,0
OT,,b1e5f388-36eb-4dc7-befe-d1e4c9ee46d9,,"""Endpoint #886""",,,,,"""Unknown""",0,0,0,0
OT,,b233e251-5f35-4b20-8c7b-51b6510e4b13,,"""Endpoint #882""",,,,,"""Unknown""",0,0,0,0
OT,,b2bc5096-322b-468c-9dc9-72a010a6f265,,"""Endpoint #825""",,,,,"""Unknown""",0,0,0,0
OT,172.16.0.152,b3078902-bfd4-4c47-a3df-b44a4456f8e2,,"""Endpoint #216""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.151,b35a641f-6792-4cdc-96b3-5826b63927be,,"""DHCPSRV1""","""Windows Server 2008 R2""","""VMware""",,,"""Server""",0,0,0,0
OT,10.100.30.61,b44895da-9788-4ac5-976f-31f674a83fe8,,"""Endpoint #278""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,b47b53b4-d786-46f3-a84b-014074743140,,"""Endpoint #782""",,,,,"""Unknown""",0,0,0,0
OT,,b47c57f3-38fb-4703-b218-6d75b98adde0,,"""Endpoint #990""",,,,,"""Unknown""",0,0,0,0
OT,,b50ff5ff-5ea7-4597-9206-967f1fa6c76e,,"""Endpoint #761""",,,,,"""Unknown""",0,0,0,0
OT,,b54baf4c-9357-4765-a404-f538ab3cde4d,,"""Endpoint #809""",,,,,"""Unknown""",0,0,0,0
OT,10.100.108.20,b6201f7c-ecdc-446c-8ab0-f21363a8e8c1,,"""Endpoint #190""",,"""Yokogawa""",,,"""Unknown""",0,0,0,0
OT,10.100.111.21,b67903a8-bfef-46bd-9bff-0e6dc94f1fdc,,"""PLC #76""",,"""Mitsubishi""","""MELSEC i-QR""","""38""","""Plc""",0,0,0,0
OT,,b6e68db7-df7f-4a2b-bd86-4ee1f09eb5ea,,"""Endpoint #950""",,,,,"""Unknown""",0,0,0,0
OT,,b760c7e1-fae5-49ab-81d2-05f1096e24b8,,"""Endpoint #962""",,,,,"""Unknown""",0,0,0,0
OT,,b77f2d94-83aa-4a5b-aadf-123b19ad838b,,"""Endpoint #1014""",,,,,"""Unknown""",0,0,0,0
OT,,b78bc25d-6e04-4660-84b1-87a1e84d4ad0,,"""Endpoint #948""",,,,,"""Unknown""",0,0,0,0
OT,,b87a2644-78b5-4c77-b67a-9ac1606aabee,,"""Endpoint #1004""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.150,b8d67d2f-881f-4033-8861-7551a276a894,,"""Comm. Adapter #1""",,"""Rockwell""","""ControlLogix""","""11.004""","""Cp""",0,6,1,0
OT,192.168.0.107,b91b2c87-4af6-4acf-a01f-200ee65ab96a,,"""Endpoint #738""",,,,,"""Unknown""",0,0,0,0
OT,10.100.108.150,b9a075d3-03c4-49c6-bf7b-45178a83d014,,"""HIS0864""","""Windows 10""","""Trendnet""",,,"""Hmi""",0,0,0,0
OT,10.100.106.20,b9c72beb-cc49-4ed0-827c-493122bdfc7e,,"""FB107""",,"""Emerson""","""FloBoss""",""" 1.82""","""Plc""",0,0,0,0
OT,,ba0a955b-df7d-4216-9b7a-ff43262adde3,,"""Endpoint #908""",,,,,"""Unknown""",0,0,0,0
OT,,bb544dee-8e00-4477-b3d5-592cb73bf2e4,,"""HUMINT""",,"""Rockwell""","""SLC5""",,"""Plc""",0,1,0,0
OT,10.100.20.42,bbe955fe-2828-4f41-a3e5-e8cc96a9d2b3,,"""OT Device #115""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.20.52,bc10f53a-a796-4568-b5b2-24d63d0a9c4c,,"""Eng. Station #206""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.102.23,bc22345e-6beb-4ed6-98a4-f6976fd2836f,,"""S7300/ET200M station_1""",,"""Siemens""","""S7-300""","""2.6.0""","""Plc""",0,5,11,0
OT,10.100.20.168,bc738207-51a8-4e98-a064-be662b43cb12,,"""Eng. Station #17""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,bc73c3fa-4888-46d7-9206-2f8160cbd1b3,,"""Endpoint #832""",,,,,"""Unknown""",0,0,0,0
OT,,bc997bc9-9782-49c3-a0dd-677e8bcfe11b,,"""Endpoint #991""",,,,,"""Unknown""",0,0,0,0
OT,10.100.104.20,bcf17ff2-7ac4-4a52-90a3-c04c014eb98f,,"""Controller_1""",,"""ABB""","""AC 800M""","""6.0.100.27""","""Plc""",0,0,0,0
OT,10.100.102.151,bd0447b0-7999-4581-82fa-10d07fa66e84,,"""pixbac.indegy.local""",,"""Siemens""",,,"""Cp""",0,0,0,0
OT,,bd0a7dab-dc18-4bd3-b8f2-54ea89eeab60,,"""STRIKE""",,"""Rockwell""","""PLC5""",,"""Plc""",0,1,0,0
OT,172.16.193.2,bd9d3708-05e8-49ea-8e92-40948ecb2117,,"""Endpoint #751""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.150,be2766c1-258e-4312-a35d-1f6c15c33106,,"""DESKTOP-BMF3PP8""","""Windows 10""","""VMware""",,,"""Workstation""",0,0,0,0
OT,,bea3639d-a20f-4bd5-ace7-ca5a3d4fe891,,"""Endpoint #805""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.21,beda5aeb-dcc0-4ea7-b93b-9b43df13fbe1,,"""PLC #60""",,"""Siemens""","""S7-1200""","""3.0.2""","""Plc""",0,2,11,0
OT,,bee1f035-46ad-47e5-b288-8053c77fd3a1,,"""Endpoint #911""",,,,,"""Unknown""",0,0,0,0
OT,,bf61c033-490a-4b59-aa6a-61a7cdd9be3b,,"""Endpoint #769""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.150,bfe99dc5-3e40-41c9-aa8e-377cc5638c60,,"""Comm. Adapter #5""",,"""Rockwell""","""ControlLogix""","""6.003""","""Cp""",0,0,0,0
OT,,c0848c15-456c-4f08-890d-89caace000d5,,"""Endpoint #939""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.121,c0ab5f98-adc1-4fc4-9ece-ef4fd9bec57e,,"""Endpoint #690""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,c1132fb0-6719-4f42-a0eb-9c54b491843a,,"""Endpoint #843""",,,,,"""Unknown""",0,0,0,0
OT,,c1f4f916-f415-4588-9464-ab110a044544,,"""Endpoint #1038""",,,,,"""Unknown""",0,0,0,0
OT,,c242caff-7c1d-48f5-a48d-7de13042d482,,"""Endpoint #856""",,,,,"""Unknown""",0,0,0,0
OT,,c2696ed6-258c-49c0-960e-4027947556ad,,"""Endpoint #792""",,,,,"""Unknown""",0,0,0,0
OT,,c273ca8d-7775-4ad9-93fb-998cf4cfc8e3,,"""Endpoint #944""",,,,,"""Unknown""",0,0,0,0
OT,,c2c02f55-986b-4e7e-b7d9-47d276922f54,,"""Endpoint #781""",,,,,"""Unknown""",0,0,0,0
OT,,c2dbd4df-a682-4646-bbb8-de295c874300,,"""Endpoint #874""",,,,,"""Unknown""",0,0,0,0
OT,169.254.245.65,c30ac3c9-8a95-4911-bb0f-224df014091a,,"""DESKTOP-CO7BPS1""","""Windows 10""","""Microsoft""",,,"""Workstation""",0,0,0,0
OT,192.168.0.104,c3330da3-b38d-4107-8a78-1497d0af21ab,,"""DocuPrint CM115/118 w""",,"""Fuji-Xerox""",,,"""Printer""",0,0,0,0
OT,,c36d7ff2-fcbd-4cf9-8152-e36fcb430ce1,,"""Endpoint #857""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.10,c4959a4d-d213-4d91-9b03-92933211829a,,"""Eng. Station #192""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.20.12,c4c9e692-23e0-4105-84a6-d5c1e00bc167,,"""Eng. Station #234""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,c6037249-e49c-4f3b-a2b6-83446a061ccd,,"""Endpoint #1007""",,,,,"""Unknown""",0,0,0,0
OT,,c63c8c2f-18e4-4053-b508-24c77ef5c3fb,,"""Endpoint #846""",,,,,"""Unknown""",0,0,0,0
OT,,c6d782db-e834-4ffd-9805-8bd5c85e0879,,"""Endpoint #940""",,,,,"""Unknown""",0,0,0,0
OT,,c709654c-ce1e-4f64-80dd-a6ea1a4f551d,,"""Endpoint #1028""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.243,c73f97e6-89fe-483c-9b78-f4b37fe28c46,,"""WIN-UEUPT5DGA0H""","""Microsoft Windows Server 2012 R2 Standard""","""VMware""",,,"""OtServer""",0,0,0,0
OT,10.100.101.159,c7499894-994d-474f-8432-f8be45b5fea0,,"""ML1400""",,"""Rockwell""","""MicroLogix 1400""","""2.015""","""Plc""",0,20,5,1
OT,10.100.101.150,c7ab515e-03f5-4917-912f-1a5d8331776f,,"""Comm. Adapter #3""",,"""Rockwell""","""ControlLogix""","""10.007""","""Cp""",0,7,1,0
OT,172.16.67.120,c7bd6369-4c3c-4a51-b3e1-f95432a24134,,"""Endpoint #729""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,c81e42b1-adae-4f2c-a2ba-12710d74d9a0,,"""Server #2""",,"""Siemens""",,,"""Server""",0,0,0,0
OT,,c8fed1b5-5d65-47ca-8fd4-32eaf9f0e36e,,"""Endpoint #839""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.117,c93b838f-02c7-4c57-a72f-22196e623e80,,"""OT Device #302""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.102.29,c9f9a6a9-d2cc-4a56-be15-bffed88cdc30,,"""S71500/ET200MP station_1""",,"""Siemens""","""S7-1500""","""1.7.0""","""Plc""",0,4,9,0
OT,,ca407909-abe4-4dd2-a359-0c92bb26ac19,,"""Endpoint #889""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.115,caf6432f-1b0d-498d-813f-8e149eca7305,,"""Eng. Station #230""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,192.168.0.101,cc3f79bb-749e-42e4-a896-64449997f0a1,,"""ODROIDC4""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.105,cc7a0fab-81b8-4f2f-96d7-349ba7a6708c,,"""Endpoint #650""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.155,cd0c08c6-8904-4e57-ae50-9d4afc819062,,"""BAAAAACNET""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Cp""",0,0,0,0
OT,,cd4164f4-2553-4bde-8ecf-fbbd6c16afad,,"""Endpoint #858""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.108,cd4a4b9b-8050-4947-bfc6-2e33671f0db8,,"""Endpoint #626""",,,,,"""Unknown""",0,0,0,0
OT,,cdad16da-c253-43c3-878a-427433bcfc23,,"""Endpoint #834""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.137,cdde2da4-bb48-4f76-9201-14889422b60f,,"""OT Device #361""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.20.118,ce607f33-8dea-4dae-a930-e837d2c81889,,"""Eng. Station #74""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.101.157,cf49f0ab-b5db-4e9d-89ae-d570be6523c3,,"""PLC #72""",,"""Rockwell""","""CompactLogix""","""20.013""","""Plc""",0,0,0,0
OT,10.100.101.152,cfc8b442-9c43-4d2a-9a2b-4d5193462245,,"""Comm. Adapter #27""",,"""Rockwell""","""ControlLogix""","""11.004""","""Cp""",0,6,1,0
OT,10.100.30.66,cfe320d9-2605-4e2c-b506-51ff15b54978,,"""Endpoint #275""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,cfe5e177-9131-4884-b228-4db2fe9eba67,,"""Endpoint #890""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.56,d0bb5e11-f341-4ec2-b9be-13b54fccefc5,,"""WIN-UEUPT5DGA0H""","""Microsoft Windows Server 2012 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,,d0f4d050-fb4a-41e3-b0c9-a120ef8e1f0d,,"""Endpoint #799""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.155,d232154f-3281-4768-9b5b-cf560caeb416,,"""OT Device #166""",,"""Siemens""",,,"""OtDevice""",0,0,0,0
OT,10.100.102.154,d278f153-b925-4ac6-aeea-50a54d4e9251,,"""6MD663 V4.8""",,"""Siemens""","""SIPROTEC 4""","""04.83.03""","""Plc""",0,3,8,1
OT,10.100.111.21,d2a18709-6feb-4bb5-930d-28ad2d90c6a1,,"""Comm. Adapter #34""",,"""Mitsubishi""","""MELSEC i-QR""","""21""","""Cp""",0,0,0,0
OT,10.111.1.17,d3372be0-30e6-488d-bb4a-c639b2b5159e,,"""Endpoint #319""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,10.10.10.241,d374783d-f0e6-4037-be52-55958bbcd62a,,"""freenas.indegy.local""",,"""Dell""",,,"""Workstation""",0,0,0,0
OT,,d386a4b2-76ba-4b82-ab2c-e57a8a41e2aa,,"""Endpoint #993""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.20,d4453131-01cd-436f-8f96-ff145e9c31a5,,"""WIN-ADMGMT""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,,d454bd42-1ca2-41bd-a749-9ad824408982,,"""Endpoint #779""",,,,,"""Unknown""",0,0,0,0
OT,,d4b461a6-a9a5-4481-8c2e-e535a46fed4c,,"""Endpoint #788""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.76,d500ddc7-3115-4728-9ac4-7e08946fe824,,"""Endpoint #593""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.110,d596c5b1-0da6-4e15-ba49-c63d90ea7979,,"""Endpoint #753""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.40,d5c376cd-7ad1-460c-9466-0fd68cc85d06,,"""DELTAV-STATION""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Server""",0,0,0,0
OT,,d669880f-8695-4d1d-8457-b32efec09184,,"""Endpoint #902""",,,,,"""Unknown""",0,0,0,0
OT,,d6f59b4a-42f8-4c4e-8c33-fbc569dbbf9c,,"""Endpoint #801""",,,,,"""Unknown""",0,0,0,0
OT,,d85d9ee0-e561-4f35-8d13-907fdc7e2faa,,"""Endpoint #928""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.20,d9dc4cdb-d881-43f9-a240-ffeffac8b749,,"""Project""",,"""Schneider""","""Modicon M340""","""2.70""","""Plc""",0,9,36,0
OT,,da1437ba-15a4-42a1-8dd5-1c69f048e6b0,,"""Endpoint #1002""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.192,da4fc31d-1e01-4b6b-8fca-d305edf59b36,,"""I/O #2""",,"""Rockwell""",,"""3.001""","""Io""",0,0,0,0
OT,10.100.104.22,da56d3e3-28a4-4c5c-aa79-d8c8ae678f95,,"""Endpoint #70""",,"""ABB""",,,"""Unknown""",0,0,0,0
OT,,da8530f0-cd30-441d-8f56-b5e3874aa703,,"""Endpoint #894""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.23,db0af8b2-230e-4093-8075-a87ffc4a910a,,"""DemoCase""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,,db41fab3-9e96-4c41-b985-8a0b4e5e912e,,"""Endpoint #744""",,"""TCT mobile ltd""",,,"""Unknown""",0,0,0,0
OT,10.100.104.30,db67e8ce-e46e-4ff3-94e5-a909b51d526c,,"""Endpoint #42""",,"""ABB""",,,"""Unknown""",0,0,0,0
OT,,dcd94969-4cb3-477a-9a54-10d864df5976,,"""Endpoint #795""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.23,de9fc7eb-746e-4338-8c7f-7427ea7cd3a0,,"""OT Device #110""",,"""Unitronics""",,,"""OtDevice""",0,0,0,0
OT,10.100.102.40,deaf1ad7-385b-434b-9618-422ae7d81303,,"""7SJ82""",,"""Siemens""","""SIPROTEC 5""","""07.30.00""","""Plc""",0,7,9,1
OT,10.100.101.192,e002803d-a126-4c5d-a3ce-bbb6df048100,,"""PhantomMenace""",,"""Rockwell""","""CompactLogix 5370""","""30.011""","""Plc""",0,2,1,0
OT,,e08b01f7-4982-42d7-a088-d7ce619b0626,,"""Endpoint #895""",,,,,"""Unknown""",0,0,0,0
OT,10.4.0.6,e0a1b0f4-2e40-4204-86b4-260d1d08d338,,"""DELTAV-STATION""","""Microsoft Windows Server 2008 R2 Standard""","""VMware""",,,"""Eng""",0,0,0,0
OT,,e0b90368-8710-403c-abf5-f7a62c476285,,"""Endpoint #931""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.118,e1117a4a-488e-44c4-a647-7d6685d7af2d,,"""Endpoint #2""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,e1b308eb-2177-4334-ae29-4d54a6db38ce,,"""Endpoint #784""",,,,,"""Unknown""",0,0,0,0
OT,,e1e00e4a-fc60-4fb3-8d83-852de8ec6e45,,"""Endpoint #1027""",,,,,"""Unknown""",0,0,0,0
OT,,e1e87a04-d0b1-4577-9d0f-815d90305635,,"""Eng. Station #15""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.4.0.18,e2632518-e89b-443f-b363-888266eaa7dd,,"""MD_PLC""",,"""Emerson""","""DeltaV""",,"""Plc""",0,0,0,0
OT,10.100.30.24,e268eec2-db12-4957-9c96-20c8b8bdcd63,,"""INDEGY-XP""",,"""VMware""",,,"""Workstation""",0,0,0,0
OT,10.100.20.30,e32ea838-f2a5-4af8-a704-6a6bf2192410,,"""Endpoint #601""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.28,e39b78b1-a88b-4686-b81f-e3536a158748,,"""S7300/ET200M station_1""",,"""Siemens""","""S7-300""","""2.6.12""","""Plc""",0,5,11,0
OT,,e3df5564-5ad2-4cfe-9266-a296845179c2,,"""Endpoint #963""",,,,,"""Unknown""",0,0,0,0
OT,,e4424f1c-8562-4249-a1c3-746273ee7558,,"""Endpoint #851""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.59,e4487796-b95b-4c21-a2e1-a0441c439766,,"""Endpoint #602""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,10.100.102.38,e4706e08-4dae-49c1-866c-46184f4c6e93,,"""SIMATIC H Station""",,"""Siemens""","""S7-400""","""6.0.6""","""Plc""",0,4,7,0
OT,,e4b91bd2-5804-4101-a46e-6df9196fec42,,"""Endpoint #1033""",,,,,"""Unknown""",0,0,0,0
OT,,e4f3418b-1691-4c02-a881-35e3cbe45e10,,"""Endpoint #917""",,,,,"""Unknown""",0,0,0,0
OT,,e5b012f3-0f6d-4465-95b1-101002858a13,,"""Endpoint #971""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.44,e607d6a9-f41e-4a6a-ad71-a1665794e12c,,"""Work Station #17""",,"""Lenovo""",,,"""Workstation""",0,0,0,0
OT,10.100.111.22,e752fafb-8f52-434c-8441-755b437d3fdd,,"""Comm. Adapter #31""",,"""Mitsubishi""","""MELSEC i-QR""",,"""Cp""",0,0,0,0
OT,,e78c21a7-3e55-4de4-b278-9582fbeef20e,,"""Endpoint #1035""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.78,e8db6e1d-3284-4066-a0ff-07b1094b970b,,"""Endpoint #563""",,,,,"""Unknown""",0,0,0,0
OT,10.100.111.151,e9093863-aa3b-496b-9d29-56e5fb16604b,,"""TOYO-PC""","""Windows 7""","""VMware""",,,"""Workstation""",0,0,0,0
OT,172.16.67.1,e91ea72a-ba3a-42a5-9ad2-385c79be1e7d,,"""Endpoint #619""",,"""Google, Inc.""",,,"""Unknown""",0,0,0,0
OT,10.100.20.155,e924b0be-ceb2-4bb8-a17b-444e269d9d9e,,"""OT Device #232""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,192.168.0.108,e9960234-444f-4fe4-9334-c7fd56477dee,,"""Endpoint #1058""",,,,,"""Unknown""",0,0,0,0
OT,,e99cc2e9-65fe-4ca6-aaa2-21901118fded,,"""Endpoint #1020""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.90,e9b3cc84-6738-475b-ab5f-9866ef8e3e3b,,"""CP-420FA6""","""Windows 7""","""Beckhoff""",,,"""Workstation""",0,3,1,0
OT,10.100.20.116,e9eb13ca-a6d2-4a53-aacb-5ca8fa130f7e,,"""Eng. Station #227""",,"""VMware""",,,"""Eng""",0,0,0,0
