repo,ip,uuid,mac,name,os,vendor,family,firmware,type,critical,high,medium,low
OT,,05bce7f2-0b7c-4163-a428-9a887ded8714,,"""Endpoint #1001""",,,,,"""Unknown""",0,0,0,0
OT,,05f2cab8-f964-454e-a759-2d29cfd8d5aa,,"""Endpoint #924""",,,,,"""Unknown""",0,0,0,0
OT,,0611c5e5-b729-420b-8dfb-4443b0352478,,"""Endpoint #765""",,,,,"""Unknown""",0,0,0,0
OT,,062bafbd-53d3-479b-8183-aaa508244c60,,"""Endpoint #821""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.39,0634af1f-1521-4cc6-b142-b715e4cd8b3b,,"""SIMATIC H Station""",,"""Siemens""","""S7-400""","""6.0.6""","""Plc""",0,4,7,0
OT,,0635688f-6f3d-4777-a494-78a73b42125b,,"""OT Device #17""",,"""ABB""",,,"""OtDevice""",0,0,0,0
OT,,063a75b0-104f-4dae-b282-334fc8599c91,,"""Endpoint #815""",,,,,"""Unknown""",0,0,0,0
OT,,06c67bce-012e-4d97-91e3-346711cf89ac,,"""Endpoint #866""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.117,07a99e02-b8c4-4096-ab36-802843c9a545,,"""Endpoint #13""",,,,,"""Unknown""",0,0,0,0
OT,,08563acc-2a2b-42ec-be2c-6358394d9b9f,,"""HUMINT""",,"""Rockwell""","""SLC5""",,"""Plc""",0,1,0,0
OT,10.100.102.26,08ffc805-2a96-4778-9331-189fd145e838,,"""S7300/ET200M station_1""",,"""Siemens""","""S7-300""","""3.3.11""","""Plc""",0,6,11,0
OT,,098959f0-d69b-4e0b-9691-5cf9aa5e5bc7,,"""Endpoint #891""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.39,0a33d8ac-b063-4908-bfdc-715ac18006d7,,"""Endpoint #422""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,0a47b294-7d4d-4eaf-b783-e96fbce7056c,,"""GOD-LAPTOP""",,"""Lenovo""",,,"""Workstation""",0,0,0,0
OT,,0a4b2923-3dd0-4e48-b9ee-21e593886a7d,,"""Endpoint #12""",,"""Siemens""",,,"""Unknown""",0,0,0,0
OT,,0ad82598-ad63-4d15-8d21-30c800b89551,,"""Endpoint #1017""",,,,,"""Unknown""",0,0,0,0
OT,10.111.100.100,0adba9e0-abdf-4dba-bd3b-a235eda77694,,"""Stratix5700.indegy.local""",,"""Cisco""","""ciscoRAIE1783BMS10CGN""",,"""NetworkDevice""",0,0,0,0
OT,,0b62bce9-fae1-42fc-beb9-8c5d44ad3c5d,,"""Endpoint #1011""",,,,,"""Unknown""",0,0,0,0
OT,,0b7c0290-d994-4864-a433-535067b5ddb9,,"""Endpoint #1048""",,,,,"""Unknown""",0,0,0,0
OT,,0bdc06d2-da49-4450-ad24-f7a6039fd132,,"""Endpoint #873""",,,,,"""Unknown""",0,0,0,0
OT,,0c4b7828-73da-4eac-bbc8-21adc07035fd,,"""Endpoint #833""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.68,0c962a75-31d8-493f-a8af-6cd06a9b5c93,,"""Eng. Station #183""",,,,,"""Eng""",0,0,0,0
OT,,0da5f44a-ed0f-49d1-a394-ab1a222c50ad,,"""Endpoint #966""",,,,,"""Unknown""",0,0,0,0
OT,,0dab09a4-b346-4982-a6f4-8904e3d31a65,,"""Endpoint #1006""",,,,,"""Unknown""",0,0,0,0
OT,,0e65d4e9-8d7f-42c7-97b5-0047fcfe3d81,,"""Endpoint #1021""",,,,,"""Unknown""",0,0,0,0
OT,10.1.0.6,0e7005d9-3308-4b7b-a23b-69155a5e367f,,"""C300 #006""",,"""Honeywell""","""Experion""","""EXP4-80.19/EXP4-80.19""","""Plc""",0,0,0,0
OT,,0eda4403-96d8-4804-a47e-8fcdeaa0daea,,"""Endpoint #1036""",,,,,"""Unknown""",0,0,0,0
OT,,0f35e3c2-e5c7-438c-9336-f6c4fb8b55ad,,"""Endpoint #1054""",,"""Beijing LT Honway Technology Co.,Ltd""",,,"""Unknown""",0,0,0,0
OT,,0f85aec3-9c20-4b86-86e6-d7d7f82d30d4,,"""Endpoint #1039""",,,,,"""Unknown""",0,0,0,0
OT,10.100.103.21,0fd2fe06-11e4-4163-b00e-4a8965ab1e45,,"""OT Device #231""",,"""GE""",,,"""OtDevice""",0,0,0,0
OT,192.168.136.193,0ffdf1ad-d2d1-4477-9017-24a75e13166b,,"""HIS0864""","""Windows 10""",,,,"""Hmi""",0,0,0,0
OT,10.100.105.40,10384872-06f5-4929-b4fe-dfe55787c4d4,,"""BMX NOC0401""",,"""Schneider""","""Modicon M340|M580 Communication Processor""","""2.5""","""Cp""",0,0,0,0
OT,192.168.0.112,10e2be1b-1cac-4e35-9685-3e5adacfa796,,"""Endpoint #19""",,,,,"""Unknown""",0,0,0,0
OT,,1162071a-af35-4404-941c-9e7b45cee8ce,,"""Endpoint #910""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.127,11edb4f0-f628-48c4-9f59-0529477dadae,,"""Eng. Station #12""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,1208dc06-ffad-4c4d-a547-ab6d9ab366e6,,"""Server #3""",,"""Siemens""",,,"""Server""",0,0,0,0
OT,,1208eb96-bc24-47c2-bf0d-a94a39c5a424,,"""Endpoint #935""",,,,,"""Unknown""",0,0,0,0
OT,,135e411b-7a5a-48a6-a7fc-8803032ec789,,"""Endpoint #16""",,"""Siemens""",,,"""Unknown""",0,0,0,0
OT,10.100.109.150,1477ccfe-81b9-4a6b-a81f-2215dbf98a5b,,"""Comm. Adapter #24""",,"""Johnson Controls""",,,"""Cp""",0,0,0,0
OT,172.16.67.135,147fc2e5-adf3-4d96-8e11-c544097e1f2f,,"""Endpoint #624""",,"""Google, Inc.""",,,"""Unknown""",0,0,0,0
OT,10.100.101.152,14c4bc31-2e6a-4dce-b4bc-73bf1ac14244,,"""Sith""",,"""Rockwell""","""ControlLogix 5560""","""13.071""","""Plc""",0,6,1,0
OT,172.16.67.106,15486257-e009-4bb6-b481-481f95bba2b1,,"""Endpoint #617""",,,,,"""Unknown""",0,0,0,0
OT,,15a8fee6-c293-460d-bb3a-a9ae00398c32,,"""Endpoint #750""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.139,15a95c10-1d04-430b-86c2-c8ec3af12929,,"""Eng. Station #306""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.30.27,15e8c47a-a8ac-4d8c-857a-2cd8d54689d6,,"""TOYO-PC""",,"""VMware""",,,"""Workstation""",0,0,0,0
OT,,161180df-8550-496f-a6f6-a2b5e2c783b0,,"""Endpoint #918""",,,,,"""Unknown""",0,0,0,0
OT,,1680ea79-3893-40b9-ba39-c2f65a279988,,"""Endpoint #828""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.91,16e1e807-b91b-47a4-b33e-c84838919571,,"""CP-487F0A""","""Windows 7""","""Beckhoff""",,,"""Workstation""",0,3,1,0
OT,,16ea3eb3-c9dc-471b-ada9-473cf412cb8a,,"""Endpoint #1050""",,,,,"""Unknown""",0,0,0,0
OT,,16fb2ff2-5e34-47fc-8136-7bd133438f47,,"""Endpoint #912""",,,,,"""Unknown""",0,0,0,0
OT,,171e7931-3912-4156-a143-d3bbc0794a1e,,"""Endpoint #936""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.25,1720ee81-e69d-4678-b66f-e8520fba2324,,"""Eng. Station #237""",,,,,"""Eng""",0,0,0,0
OT,10.100.110.150,176cda5c-ea1f-42ec-b27a-67c0f9951b80,,"""Server #11""","""Linux""","""SEL""",,,"""Server""",0,0,0,0
OT,10.100.105.26,18676587-1d1a-4cfe-9339-2061d325eec0,,"""PLC #79""",,"""Schneider""","""Unity""",,"""Plc""",0,0,0,0
OT,,187e2de9-10df-44a0-943e-4d04bf4dce21,,"""Endpoint #783""",,,,,"""Unknown""",0,0,0,0
OT,,18deb035-9cbb-4ff6-9ce3-94260ca46c9a,,"""Endpoint #978""",,,,,"""Unknown""",0,0,0,0
OT,,191ba94d-ef56-4e01-af45-920ce25a1d93,,"""Endpoint #817""",,,,,"""Unknown""",0,0,0,0
OT,,198faf2f-5442-415e-af47-5f9a0d8de3b6,,"""Endpoint #956""",,,,,"""Unknown""",0,0,0,0
OT,,19e59973-dde6-4d3b-829d-1eff9ca11b5d,,"""MINION""","""Windows 10""","""Wistron Neweb Corporation""",,,"""Workstation""",0,0,0,0
OT,10.100.102.25,1a0f657e-c916-471f-9236-65a36535dc7a,,"""ET 200S station_1""",,"""Siemens""","""ET-200""","""3.2.14""","""Plc""",0,3,8,0
OT,192.168.0.117,1a348501-40af-4467-890d-0110354a8b42,,"""Endpoint #1053""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,1a6475e7-f87d-481f-9b36-ecda3a911e40,,"""Endpoint #9""",,"""Siemens""",,,"""Unknown""",0,0,0,0
OT,,1ad1a445-819a-4670-acdc-06fe8b1e8079,,"""HIS0864""","""Windows 10""",,,,"""Hmi""",0,0,0,0
OT,10.100.102.160,1b35bfcc-5b2d-4d96-a0f3-4b95730fc856,,"""OT Device #260""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,10.100.102.21,1b4db3fc-29f9-4901-8a4c-68590dd088b8,,"""plcxb1d0ed""",,"""Siemens""","""S7-1200""","""3.0.2""","""Plc""",0,2,11,0
OT,,1ba3fcd0-284f-44b5-a8dd-34ee017d7935,,"""Eng. Station #3""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,192.168.0.105,1bb7de80-2fec-4840-aa92-0324b3d7f1d2,,"""Endpoint #17""",,,,,"""Unknown""",0,0,0,0
OT,10.1.50.59,1c719139-d074-4ea8-a2f0-d22a0daa53c5,,"""Endpoint #1060""",,,,,"""Unknown""",0,0,0,0
OT,,1e050845-7a39-44c5-a6f4-9a093c50fadb,,"""Endpoint #1044""",,,,,"""Unknown""",0,0,0,0
OT,,1eaa06b2-9a27-497e-ac91-ce6ccbfc57f6,,"""Endpoint #831""",,,,,"""Unknown""",0,0,0,0
OT,169.254.160.205,1f92e979-a97a-451f-8fb7-4142cbd252f7,,"""LAPTOP-P4J42QNC""",,"""Intel""",,,"""Workstation""",0,0,0,0
OT,,1fb5d16a-a866-4ece-b1f5-737a24bc7ac2,,"""Endpoint #841""",,,,,"""Unknown""",0,0,0,0
OT,,2111f799-2ea7-4dfb-bd95-c89d621d7c44,,"""Endpoint #768""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.20,2176d775-168c-4677-b085-936763d25875,,"""Comm. Adapter #26""","""Linux""","""Omron""","""CJ2""","""2.007""","""Cp""",0,0,0,0
OT,10.100.102.151,21f5f1ad-2509-4117-a5d0-85787cd5b263,,"""pixbac""",,"""Siemens""","""Siemens BACnet Field Panel""","""PXME V3.4 BACnet 4.3g""","""Controller""",0,0,0,0
OT,,22259364-4d8c-4e8b-8976-82861f80d7b1,,"""Endpoint #913""",,,,,"""Unknown""",0,0,0,0
OT,,22416211-f834-400a-b7de-37c1c6b55e74,,"""Endpoint #780""",,,,,"""Unknown""",0,0,0,0
OT,,23330d91-adf9-4877-aec8-be30f2fc92d7,,"""Endpoint #906""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.33,233783d7-1ff5-40e8-b635-d9c0c87e5569,,"""Endpoint #249""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,10.100.102.150,2357461d-26ce-4ad6-a76d-6d95e991c69d,,"""Comm. Adapter #32""",,"""Siemens""",,,"""Cp""",0,0,0,0
OT,,23956a1f-0d89-4b5b-9273-3873405e63d3,,"""Endpoint #818""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.20,23dec505-9bf5-472a-97f5-d6005be7eef5,,"""Comm. Adapter #11""",,"""Schneider""","""Modicon M340|M580 Communication Processor""","""2.50""","""Cp""",0,0,0,0
OT,,24567275-6b0e-46ed-8e20-dbecea14f71b,,"""Endpoint #972""",,,,,"""Unknown""",0,0,0,0
OT,,24eda8f6-6743-49e3-b47c-93a32755ad88,,"""Eng. Station #87""",,,,,"""Eng""",0,0,0,0
OT,,258e9366-9f7e-48d7-be92-9c66ed8bcbe1,,"""Endpoint #885""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.157,2622c870-2be0-4d0f-bd51-b6ca2cb6525c,,"""Comm. Adapter #23""",,"""Rockwell""","""CompactLogix""","""4.005""","""Cp""",0,6,1,0
OT,10.100.30.11,2654e91d-61c0-43eb-8dac-63e93f684132,,"""adsrv1.indegy.local""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,26f96da2-2189-4027-97e0-f6d7da62414d,,"""Endpoint #1042""",,,,,"""Unknown""",0,0,0,0
OT,,27147db2-1a38-4d1e-acc8-a4abe98f8b00,,"""Endpoint #1046""",,,,,"""Unknown""",0,0,0,0
OT,,27805408-6c02-408a-a65c-e9666b0dc1fc,,"""Endpoint #758""",,,,,"""Unknown""",0,0,0,0
OT,,28e2920a-e39f-48e8-92b9-9bf0d58cb1d4,,"""Endpoint #869""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.50,295517bb-d6a5-4360-9181-a3eac394c127,,"""ScalanceX400_PLC""",,"""Siemens""","""ScalanceX400""",,"""NetworkDevice""",0,0,0,0
OT,,2b8f5237-01c3-4c05-835b-345b8c79796b,,"""Endpoint #849""",,,,,"""Unknown""",0,0,0,0
OT,,2d3a41d8-ca1d-4d68-91a7-c0ebb5b67615,,"""Endpoint #803""",,,,,"""Unknown""",0,0,0,0
OT,,2dbf6481-10fb-415d-bded-fb0c75ed4116,,"""Endpoint #954""",,,,,"""Unknown""",0,0,0,0
OT,,2e168e1d-8420-4fe4-aa11-765bb0c608c2,,"""Eng. Station #18""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,2e56d0dc-de47-4d59-9759-33b22515e0a7,,"""Endpoint #900""",,,,,"""Unknown""",0,0,0,0
OT,,2f05d1c3-fb0b-4cef-852c-abd4c4d2d6cd,,"""Endpoint #1029""",,,,,"""Unknown""",0,0,0,0
OT,,2f6372c9-bdd6-4f9d-9c5f-0e5029c07bcc,,"""Eng. Station #8""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,2f787836-ce4c-489d-a80c-af69d5d271e9,,"""Endpoint #1016""",,,,,"""Unknown""",0,0,0,0
OT,,2fa0c91c-aaf3-40e6-acd4-4c057507e7aa,,"""Endpoint #1026""",,,,,"""Unknown""",0,0,0,0
OT,,301a9d47-3432-408e-98b2-e5832e01834a,,"""Endpoint #174""",,"""Yokogawa""",,,"""Unknown""",0,0,0,0
OT,10.100.111.21,30e90350-b3bb-4ede-9309-d618f91d1d80,,"""I/O #4""",,"""Mitsubishi""","""MELSEC i-QR""",,"""Io""",0,0,0,0
OT,10.100.20.112,3132126b-b537-4795-b96c-0eeb93917dd4,,"""Eng. Station #13""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.20.80,313fd3bc-b2b1-4113-852b-89a1118a3d24,,"""Endpoint #447""",,,,,"""Unknown""",0,0,0,0
OT,,31f9ab94-c91c-42b7-b9df-d532d88b3337,,"""Endpoint #766""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.100,31fa8ec9-d59a-4a98-bf0c-9743e9fc4afe,,"""Endpoint #12""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.21,3256586e-3ffd-4f80-9c50-91a1c8cccf0a,,"""Endpoint #604""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.40,32ae4216-95af-41af-b74c-5687c68c70dd,,"""Comm. Adapter #22""",,"""Schneider""","""Modicon M340|M580 Communication Processor""","""2.50""","""Cp""",0,0,0,0
OT,192.168.0.107,32e52c99-d75e-4f79-8629-929c72096a71,,"""Endpoint #5""",,,,,"""Unknown""",0,0,0,0
OT,192.168.136.128,32f8998d-c045-4a7d-b326-da7e8b55adbb,,"""Endpoint #52""",,"""Yokogawa""",,,"""Unknown""",0,0,0,0
OT,,337e98b3-2553-4928-9258-a2c1e9e9802e,,"""Endpoint #804""",,,,,"""Unknown""",0,0,0,0
OT,,33cae66b-6f88-4e22-8a3b-011802bfaa68,,"""Endpoint #961""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.129,343387fa-7bbc-417d-bf90-9a93ac04c35a,,"""OT Device #353""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,,34b23679-d69e-4a49-a220-ec723b5a6bef,,"""Endpoint #842""",,,,,"""Unknown""",0,0,0,0
OT,,351076f5-bc41-48a0-8af8-36abf486bd0d,,"""Endpoint #859""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.30,3526ad12-c24b-43e7-9b7e-e4aba0b9cd9a,,"""Venus_occupation""",,"""Schneider""","""Quantum Unity""","""3.20""","""Plc""",0,10,29,0
OT,,3555c7ee-a3f5-4be7-9ab6-5ee4997f5c1c,,"""Endpoint #952""",,,,,"""Unknown""",0,0,0,0
OT,,3573929d-ed36-48f8-8386-3f1b69bfd3b3,,"""Endpoint #1037""",,,,,"""Unknown""",0,0,0,0
OT,,35a302c4-a94b-4c3b-afee-ceebe5b31239,,"""Endpoint #1030""",,,,,"""Unknown""",0,0,0,0
OT,10.100.103.23,36285eac-3998-46a8-a48f-4eb37a8c3787,,"""Endpoint #182""",,"""GE""",,,"""Unknown""",0,0,0,0
OT,,3663a460-68f3-42d5-b274-4cbfab3be8a2,,"""STRIKE""",,"""Rockwell""","""PLC5""",,"""Plc""",0,1,0,0
OT,,3751a1a3-892b-4f17-b005-d82179105cb0,,"""Endpoint #934""",,,,,"""Unknown""",0,0,0,0
OT,,37af25c0-b940-4cca-844a-370a0af4ef39,,"""Endpoint #901""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.106,37bd13fb-50e1-44bb-b439-026fb7d4e7b3,,"""Eng. Station #202""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,37cd5c3b-da59-4ae7-9c56-7d93d3e34ae9,,"""Endpoint #965""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.103,38c3ea4e-fb71-4210-8fc3-380b640353f5,,"""Endpoint #11""",,"""Microsoft""",,,"""Unknown""",0,0,0,0
OT,,38e40377-d086-40cb-87d2-8fc548c7e1ba,,"""Endpoint #870""",,,,,"""Unknown""",0,0,0,0
OT,,39530ba2-29a0-4300-88e5-1e768b8dfea9,,"""Endpoint #899""",,,,,"""Unknown""",0,0,0,0
OT,,3954377b-c7fb-4658-8f68-2d622868f641,,"""OT Device #373""",,"""Google, Inc.""",,,"""OtDevice""",0,0,0,0
OT,10.100.111.23,39aa0ef3-dd30-4b85-ad69-5617cb51ca74,,"""OT Device #28""",,"""Mitsubishi""",,,"""OtDevice""",0,0,0,0
OT,,3a032ec8-f947-4ec7-9f51-de55a9b68bc5,,"""Endpoint #860""",,,,,"""Unknown""",0,0,0,0
OT,,3a1db2ff-592d-44b9-a5d6-15ca3d1f37d6,,"""Endpoint #811""",,,,,"""Unknown""",0,0,0,0
OT,10.111.1.48,3a7b73c8-6060-4760-a389-f4c07f908638,,"""Endpoint #252""",,"""Lenovo""",,,"""Unknown""",0,0,0,0
OT,,3a9d5390-2259-47d3-82bd-de825c6da459,,"""Endpoint #887""",,,,,"""Unknown""",0,0,0,0
OT,192.168.43.11,3ac65f5d-dce2-44ce-9d22-f9e7d37c1442,,"""Endpoint #1056""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.115,3b045867-4d8a-447e-a41e-4303ad7e37dd,,"""Endpoint #651""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,10.100.104.21,3b1c6170-6e33-4d79-b6fc-0bb24559cf17,,"""Endpoint #50""",,"""ABB""",,,"""Unknown""",0,0,0,0
OT,,3b6f5f52-1d90-4fca-9784-097e7a044221,,"""Endpoint #974""",,,,,"""Unknown""",0,0,0,0
OT,,3d8b74c4-8ad3-4023-b832-5a0684260fd9,,"""Endpoint #892""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.154,3ddf5503-a804-4069-acfc-842e00d8a537,,"""PLC #73""",,"""Rockwell""","""CompactLogix""","""28.011""","""Plc""",0,1,0,0
OT,10.100.105.30,3e249051-cab3-43ee-b482-0ba3f82f5dbb,,"""Ethernet Embedded Link""",,"""Schneider""","""Concept""",,"""OtDevice""",0,0,18,0
OT,10.100.101.150,3e29181e-29ce-41d9-a08a-19b785beb0e9,,"""Comm. Adapter #4""",,"""Rockwell""","""ControlLogix""","""10.010""","""Cp""",0,7,1,0
OT,172.16.67.134,3f189606-b6a2-45dc-9812-2d3c9c4059d6,,"""Endpoint #621""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,172.16.67.100,40088cad-54c8-4256-8561-da4fd80d95c4,,"""ISPY""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,10.100.20.200,40864973-258b-4a61-9333-79edd9e36a06,,"""longrun1.indegy.local""",,"""Lanner""",,,"""Eng""",0,0,0,0
OT,,409ef953-d8d4-4c26-80a2-8d26caab97fc,,"""Endpoint #1063""",,"""PCS Systemtechnik GmbH""",,,"""Unknown""",0,0,0,0
OT,10.100.101.1,40a1f627-9367-454d-8463-58e8e5152bae,,"""INDGY_MAIN_FW.il.indegy.com""",,"""Fortinet""","""FortiGate 600D""",,"""NetworkDevice""",0,0,0,0
OT,,40fb48fc-de86-4005-a45a-54cb24204b3a,,"""Endpoint #997""",,,,,"""Unknown""",0,0,0,0
OT,,4109b51a-3357-480b-bd1e-dae39f1b8ed4,,"""Endpoint #844""",,,,,"""Unknown""",0,0,0,0
OT,172.16.67.116,41243af9-27af-4862-a1cc-65b90ecd40b5,,"""MINION""","""Windows 10""","""Intel""",,,"""Workstation""",0,0,0,0
OT,10.100.105.40,417a2fe4-a469-4221-91e7-6205738643c5,,"""I/O #3""",,"""Schneider""","""Unity""","""1.20""","""Io""",0,0,0,0
OT,,42076707-e489-4e7f-82e4-667634b764d6,,"""Endpoint #998""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.101,425e98f8-2158-4422-b5d9-1bc42dbf668d,,"""Eng. Station #215""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,172.16.67.103,432ee27b-5670-4ab3-88c4-323fe338b191,,"""MACBOOK-036CF3""","""Windows 10""","""Apple""",,,"""Workstation""",0,0,0,0
OT,,4377ed65-1b9f-43e9-bfb1-211091a814a9,,"""Endpoint #992""",,,,,"""Unknown""",0,0,0,0
OT,,43ada50e-59e1-4544-9550-0314057aa7ff,,"""Eng. Station #20""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,440c4471-ed29-42a5-a65a-8c2b4965350b,,"""Endpoint #951""",,,,,"""Unknown""",0,0,0,0
OT,,44bce2c1-b839-4c6d-85d8-896cc9b6a861,,"""Endpoint #986""",,,,,"""Unknown""",0,0,0,0
OT,10.100.102.251,44e2a1e0-2dc6-4633-85c6-99470f24d1ce,,"""Endpoint #89""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,10.1.0.5,454542a1-1755-43cf-b10e-fe8217b81dda,,"""C300 #005""",,"""Honeywell""","""Experion""","""EXP419/EXP430.1-80.Tue 13 10:28:09 2015""","""Plc""",0,0,0,0
OT,,45820fe1-67bd-4f48-b060-f1763fe4f1ff,,"""STRIKE""",,"""Rockwell""","""PLC5""",,"""Plc""",0,1,0,0
OT,,45c49fe3-da9c-4a79-ab79-6cbd562aa2ed,,"""HUMINT""",,"""Rockwell""","""SLC5""",,"""Plc""",0,1,0,0
OT,,479eb214-002f-4be4-a333-43de86e63ddd,,"""Endpoint #884""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.121,47e0a580-c7c5-4f62-808b-a4a0bd845b29,,"""DESKTOP-CO7BPS1""","""Windows 10""","""GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD""",,,"""Workstation""",0,0,0,0
OT,,48207a8c-1d1b-40a8-a396-8d0d8036d16b,,"""Endpoint #893""",,,,,"""Unknown""",0,0,0,0
OT,10.100.101.154,487f16ae-2c94-4c3f-9b83-0130c0b24950,,"""Gurad""",,"""Rockwell""","""GuardLogix 5370""","""28.011""","""Plc""",0,2,0,0
OT,,489941ec-d94d-44dc-a3d3-8aa5bc9918b4,,"""Endpoint #778""",,,,,"""Unknown""",0,0,0,0
OT,,49476cb1-06a1-463f-9829-f18cee7566bd,,"""Endpoint #1032""",,,,,"""Unknown""",0,0,0,0
OT,,497361bb-68a5-4cec-b990-d1ceaa3bc5cb,,"""Endpoint #983""",,,,,"""Unknown""",0,0,0,0
OT,,497c3f2c-55a8-43b9-ab23-8c277129533a,,"""Endpoint #847""",,,,,"""Unknown""",0,0,0,0
OT,10.100.103.150,4998ed40-8be8-4f14-91ea-d9d4af6f7b6e,,"""DESKTOP-BMF3PP8""","""Windows 10""","""VMware""",,,"""Workstation""",0,0,0,0
OT,,49a65e34-e880-44a4-877e-5a187f2b4116,,"""Endpoint #793""",,,,,"""Unknown""",0,0,0,0
OT,,49f30298-146b-41b0-a43a-2af7dacdf2a7,,"""Endpoint #930""",,,,,"""Unknown""",0,0,0,0
OT,10.100.20.105,4be83ba6-a84f-415b-b32d-d3bae7d5acfa,,"""OT Device #116""",,"""VMware""",,,"""OtDevice""",0,0,0,0
OT,,4c81861a-3776-4fc6-a8cc-c846b8246d91,,"""Eng. Station #86""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.104.20,4cc64826-568e-4e96-9873-4f1c87709ccf,,"""DCS #1""",,"""ABB""","""AC 800M""",,"""Dcs""",0,0,0,0
OT,,4d40ced3-47c3-4932-a13a-41ac32b755ac,,"""Endpoint #743""",,,,,"""Unknown""",0,0,0,0
OT,10.100.30.73,4d974d0e-4c6d-4f5c-a85a-89b1dbf33cb9,,"""Endpoint #259""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,,4dea5d6a-86f4-4596-8f58-99878877cd22,,"""Endpoint #1008""",,,,,"""Unknown""",0,0,0,0
OT,,4dee3700-f62f-4da6-bcaf-a5172cbd068b,,"""Endpoint #888""",,,,,"""Unknown""",0,0,0,0
OT,,4e0c98ad-fbcb-42aa-954d-8b95d894653a,,"""Endpoint #955""",,,,,"""Unknown""",0,0,0,0
OT,192.168.0.119,4e46cdea-41d0-4af5-acce-e1d365bd5c3d,,"""Endpoint #3""",,"""Apple""",,,"""Unknown""",0,0,0,0
OT,,4e6a1aaf-2193-4bb3-a199-bc5277e633a9,,"""Endpoint #872""",,,,,"""Unknown""",0,0,0,0
OT,10.100.105.26,4e72ee2d-6ff5-410d-90ac-91e2af12fec8,,"""PLC #30""",,"""Schneider""","""Modicon M221""","""1.5""","""Plc""",0,2,3,0
OT,,4e9a955d-b147-429f-b187-bd3226f5f8a1,,"""Eng. Station #7""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.30.30,4eafd42d-62cd-450f-96d7-882c0183ac72,,"""Endpoint #246""",,"""VMware""",,,"""Unknown""",0,0,0,0
OT,10.100.20.95,4f05b62a-4631-4a37-a2aa-1f71cfc3edde,,"""Eng. Station #14""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,10.100.104.23,4f16bb7b-38b6-4a2a-94d3-dc0875ee9866,,"""plc_name_1""",,"""ABB""","""AC 800M""","""6.0.100.27""","""Plc""",0,0,0,0
OT,192.168.0.115,50153ed1-2553-47b1-af47-30f8d8922678,,"""DESKTOP-CO7BPS1""","""Windows 10""",,,,"""Workstation""",0,0,0,0
OT,10.100.20.100,50513bce-55fa-4316-a86a-956748aaec7d,,"""Eng. Station #190""",,"""VMware""",,,"""Eng""",0,0,0,0
OT,,505e660b-49a4-47c2-92bf-714f515ec70a,,"""Endpoint #791""",,,,,"""Unknown""",0,0,0,0
